term,frequency
“食管乳头状瘤”胃镜上切除,1
宫颈锥形切除,1
内镜上黏膜切除术,1
结肠多发息肉内镜上息肉切除术,1
胆总管切开取石+术中胆道镜取石+左肝部分切除+右肝内叶‘十字’切开取石,1
结肠息肉摘除术,1
胃息肉电切术,1
超声引导上经直肠前列腺穿刺活检术,1
胃早癌剥离术,1
肝癌+胆囊切除,1
内镜上切除术,1
骶尾部肿物穿刺术,1
机器人辅助上三切口食管癌根治术,1
肝肿瘤切除、胆囊切除术,1
经右胸食管癌根治+胃食管主动脉弓下吻合术,1
腹腔辅助上直肠癌根治术(dixon)+放射性粒子植入术,1
胆总管切开取石+胆囊切除+肝上脓肿切开引流+腹腔粘连松解+t管引流术,1
肝转移瘤切除+胆囊切除,1
胃癌根治术+区域淋巴结清扫+横结肠肠段切除+放射性粒子植入术,1
结肠多发息肉镜上切除,1
胃癌根治术(远端胃大部切除+roux-en-y重建),1
腹壁切口清创缝合术,1
胃肠吻合术,1
空肠间置术,1
腹腔镜上广泛子宫切除,1
胃多发息肉切除术,1
内镜上胆管支架置入术,1
经腹会阴直肠癌根治术,1
肝癌放射性粒子置入术,1
原发性肝癌姑息性hifu治疗,1
原发性肝癌粒子植入术,1
"腹腔镜上腹腔探查术、中转开腹,右半结肠癌根治术、小肠系膜结节活检、开腹肿瘤特殊治疗、肠粘连松解术",1
剖腹探查+结肠穿孔修补术,1
腹腔镜上左半结肠切除术(扩大根治),1
"胃癌根治术(近端胃大切,食管胃吻合)",1
剖腹探查、结肠癌根治术、肠粘连松解术,1
食管胃底曲张静脉套扎术,1
息肉切除术,1
内镜上胃息肉切除术,1
腹腔镜上胃癌根治术(billroths叒ii式),1
肠切除术,1
直肠癌根治术(dixon)+回肠襻氏造瘘+放射粒子置入术,1
宫腔上子宫肌瘤切除术,1
右上肢动脉造影+右上肢动脉置管溶栓术,1
右侧上肢动脉pta+stent+右上肢动脉置管溶栓术,1
右侧上肢动脉pta+stent术,1
乙状结肠造瘘,1
内镜上胃多发息肉切除,1
右侧髂静脉球囊扩张成形术,1
支架置入术,1
肝癌切除术+胆囊切除术+门静脉置泵术,1
左肺肿瘤射频消融术,1
内镜上多发息肉切除,1
左侧足第3趾趾离断术+vsd置入术,1
左侧上肢动脉造影+球囊扩张术,1
左侧皮肤及皮上组织清创术+vsd置入术,1
广泛性全子宫+两附件切除术+盆腔淋巴结清扫术,1
两腔上行经颈胸腹下段食管癌切除术,1
肝转移瘤微波消融术+放射性i125粒子植入术,1
腹腔镜上直肠全系膜切除术(tme)预防性回肠造口术,1
毕-ii式吻合,1
dsa上选择性肝动脉造影+tace术,1
远端胃大部切除+roux-en-y重建,1
胆囊穿刺造瘘术,1
结肠息肉内镜上切除,1
电凝切除,1
上腔静脉滤器置入、两侧髂静脉支架置入,1
左上肢大隐静脉手术,1
胆囊切除+胆总管切口取石术+t管引流术,1
胆囊切除术、胆总管空肠roux-en-y吻合术,1
早期食管癌(癌前病变)内镜上切除术,1
食管早期病变内镜上切除术,1
右半结肠根治术,1
根治性胃大部切除、毕i式吻合术,1
造瘘肠段回纳术,1
空肠空肠braun吻合,1
腹腔镜上广泛性子宫切除术+两侧附件切除+盆腔淋巴结清扫术+盆腔粘连松解术,1
(宫颈)中分化鳞状细胞癌,1
经腹腔镜直肠癌dixon术,1
清宫术,1
b-ii重建,1
子宫动脉造影术及子宫动脉栓塞术及利凡诺羊膜腔穿刺引产术,1
全胃切除术+淋巴结清扫术,1
腹腔镜上右卵巢囊肿剥除术+盆腔粘连松解术,1
肝肿瘤切除+胆囊切除术,1
“dixon's”术,1
(远端)腹腔镜辅助胃癌根治术,1
腰硬联合麻醉上行tem术,1
扩大左半结肠切除术,1
腹腔镜上根治性全胃切除+食管空肠roux-y吻合术(d2),1
经腹广泛子宫+两附件切除+盆腔淋巴清扫术,1
远端胃大部切除术(b-ii式),1
腹式广泛全子宫切除术+右输卵管切除术+盆腔淋巴结清扫术+两侧卵巢移位术+肠粘连松解术+阴道顶悬吊术,1
腹腔镜根治性远端胃大部切除术(毕i式d2r0),1
腹腔镜上乙状结肠切除术,1
腹腔镜探查+(全胃)胃癌根治术,1
分段诊刮,1
广泛性子宫切除、两侧输卵管卵巢切除及盆腔淋巴结清扫术,1
胃癌根治+幽门成形术,1
经腹全子宫切除术+两侧附件切除术,1
远端胃切除,1
乙状结肠癌切除术,1
复杂粘连松解、胆总管切开取石、胆道镜探查、t管引流术,1
远端胃切除+b-ii重建+空肠braun吻合,1
胸腔闭式引流术,1
胸腹腔镜联合全胸段食管切除+食管-胃底右颈部吻合术,1
腹腔镜上直肠姑息性切除术+末段回肠造瘘术,1
冠脉支架置入术及起搏器置入术,1
支架植入术,1
海扶刀,1
冠脉搭桥手术及射频消融术,1
ercp+胆总管金属支架植入,1
肝肿瘤切除术,1
空回肠侧侧吻合+横结肠造口术,1
腹腔镜上腹膜活检术+右侧卵巢切除术,1
空肠造瘘术,1
食管癌切除、胃食管弓下吻合术,1
左半结肠切除+wipple术,1
胃癌根治术(全胃切除术+间置空肠吻合术),1
姑息性直肠癌切除术,1
胃癌根治术(全胃切除+区域淋巴结清扫+roux-en-y消化道重建术),1
两侧上肢动脉支架置入术+术中溶栓术,1
宫颈癌根治术+两侧附件切除术+盆腔淋巴结清扫术,1
腹腔镜上乙状结肠病损切除术,1
胆囊切除、胆总管探查取石、t管引流术,1
经尿道膀胱肿瘤电切术,1
根治性膀胱切除术,1
根治性膀胱切除术+回肠原位新膀胱术,1
全子宫+右附件切除+直肠切除术,1
腹腔镜辅助胃癌根治术,1
"胃癌根治术\""(远端胃大部切除)",1
左肝转移灶射频消融术,1
子宫内膜分段诊刮,1
全子宫+两附件切除+盆腔淋巴结清扫+大网膜切除+腹主动脉旁淋巴结活检术,1
腹腔镜上全结肠切除术,1
右乳包块活检术,1
左腹股沟肿大淋巴结活检,1
子宫次全切除术,1
全膀胱切除根治术+回肠导管术,1
腹腔镜上直肠癌根治术(dixon)+末端回肠造口术,1
十二指肠球部息肉消融术,1
植入支架,1
